CAMPOS DEL RIO;1
CAMPOTEJAR;2
CAMPRODON;2
CAMUÑAS;1
CANAL DE BERDUN;1
CANALS;5
CANDAMO;1
CANDASNOS;1
CANDELARIA;5
CANDELEDA;3
CANENA;2
CANET D'EN BERENGUER;1
CANET DE MAR;3
CANET LO ROIG;1
CANGAS;8
CANGAS DE ONIS;5
CANGAS DEL NARCEA;6
CANILES;2
CANJAYAR;1
CANONJA (LA);1
CANOVELLES;3
CANTALAPIEDRA;1
CANTALEJO;4
CANTAVIEJA;2
CANTILLANA;3
CANTIMPALOS;2
CANTORIA;1
CANYELLES;1
CAPARROSO;2
CAPDEPERA;6
CAPELA (A);1
CAPELLADES;3
CAPILEIRA;1
CARAVACA DE LA CRUZ;9
CARBAJALES DE ALBA;1
CARBAJOSA DE LA SAGRADA;3
CARBALLEDA DE VALDEORRAS;1
CARBALLEDO;2
CARBALLIÑO (O);6
CARBALLO;7
CARBONERAS;4
CARBONERAS DE GUADAZAON;1
CARBONERO EL MAYOR;3
CARBONEROS;1
CARCABUEY;2
CARCAIXENT;7
CARCAR;2
CARCASTILLO;2
CARCELEN;1
CARCHELES;2
CARDEDEU;5
CARDENETE;1
CARDEÑA;1
CARDONA;2
CARIÑENA;3
CARIÑO;1
CARLET;5
CARLOTA (LA);5
CARMENA;1
CARMONA;8
CARMONITA;1
CARNOTA;1
CAROLINA (LA);9
CARPIO;1
CARPIO (EL);2
CARPIO DE TAJO (EL);1
CARRACEDELO;2
CARRAL;3
CARRANQUE;2
CARRASCOSA DE HARO;1
CARREÑO;5
CARRION DE CALATRAVA;2
CARRION DE LOS CESPEDES;2
CARRION DE LOS CONDES;4
CARRIZO;1
CARRIZOSA;1
CARTAGENA;76
CARTAMA;9
CARTAYA;6
CARTELLE;1
CARTES;1
CASABERMEJA;1
CASALARREINA;2
CASAR (EL);3
CASAR DE CACERES;4
CASAR DE ESCALONA (EL);1
CASAR DE PALOMERO;1
CASARABONELA;2
CASARES;1
CASARICHE;2
CASARRUBIOS DEL MONTE;1
CASAS DE BENITEZ;1
CASAS DE DON PEDRO;1
CASAS DE FERNANDO ALONSO;1
CASAS DE HARO;1
CASAS DE JUAN NUÑEZ;2
CASAS DE LOS PINOS;1
CASAS DE VES;1
CASAS-IBAÑEZ;4
CASASIMARRO;2
CASATEJADA;1
CASAVIEJA;1
CASCANTE;2
CASEDA;2
CASINOS;2
CASO;1
CASPE;5
CASSERRES;1
CASSÀ DE LA SELVA;5
CASTALLA;5
CASTAÑARES DE RIOJA;1
CASTEJON;2
CASTEJON DE MONEGROS;1
CASTEJON DE SOS;2
CASTEJON DE VALDEJASA;1
CASTEJON DEL PUENTE;1
CASTEL DE CABRA;1
CASTELL (ES);1
CASTELL-PLATJA D'ARO;6
CASTELLANOS DE MORISCOS;1
CASTELLAR;2
CASTELLAR DE LA FRONTERA;1
CASTELLAR DE SANTIAGO;3
CASTELLAR DEL VALLÈS;4
CASTELLBELL I EL VILAR;1
CASTELLBISBAL;4
CASTELLDANS;2
CASTELLDEFELS;14
CASTELLFOLLIT DE LA ROCA;1
CASTELLO D'EMPURIES;5
CASTELLO DE LA PLANA;52
CASTELLO DE RUGAT;3
CASTELLOTE;2
CASTELLSERÀ;1
CASTELLTERÇOL;1
CASTELLVELL DEL CAMP;1
CASTELLVI DE LA MARCA;1
CASTELSERAS;2
CASTILBLANCO;1
CASTILBLANCO DE LOS ARROYOS;2
CASTILLEJA DE LA CUESTA;5
CASTILLEJAR;2
CASTILLEJO DE INIESTA;1
CASTILLO DE BAYUELA;1
CASTILLO DE LAS GUARDAS(EL);1
CASTILLO DE LOCUBIN;3
CASTILLONROY;1
CASTILRUIZ;1
CASTRELO DE MIÑO;1
CASTRIL;2
CASTRILLON;9
CASTRO CALDELAS;1
CASTRO DE REI;3
CASTRO DEL RIO;4
CASTRO-URDIALES;8
CASTROCONTRIGO;1
CASTROJERIZ;3
CASTROPOL;2
CASTROVERDE;2
CASTUERA;8
CATADAU;1
CATARROJA;11
CATI;1
CATOIRA;1
CATRAL;3
CAUDETE;6
CAUDETE DE LAS FUENTES;1
CAZALEGAS;1
CAZALILLA;1
CAZALLA DE LA SIERRA;2
CAZORLA;5
CAÑADA;1
CAÑADA ROSAL;2
CAÑAMERO;1
CAÑAVERAL;1
CAÑAVERAS;1
CAÑAVERUELAS;1
CAÑETE;2
CAÑETE DE LAS TORRES;2
CAÑETE LA REAL;1
CAÑIZA (A);2
CEBOLLA;2
CEBREROS;3
CECLAVIN;1
CEDEIRA;5
CEDILLO DEL CONDADO;2
CEDRILLAS;2
CEE;4
CEHEGIN;4
CELADAS;1
CELANOVA;5
CELLA;2
CELLERA DE TER (LA);1
CELRÀ;2
CENDEA DE OLZA/OLTZA ZENDEA;1
CENES DE LA VEGA;2
CENICERO;4
CENICIENTOS;1
CENIZATE;2
CENTELLES;2
CERCEDA;3
CERCEDILLA;1
CERCS;1
CERDANYOLA DEL VALLÈS;14
CERDEDO-COTOBADE;1
CEREZO DE RIO TIRON;3
CERRALBOS (LOS);1
CERRO DE ANDEVALO (EL);2
CERVANTES;1
CERVELLO;2
CERVERA;4
CERVERA DE LA CAÑADA;1
CERVERA DE PISUERGA;2
CERVERA DEL LLANO;1
CERVERA DEL RIO ALHAMA;3
CERVIÀ DE LES GARRIGUES;1
CERVO;1
CETINA;2
CEUTA;11
CEUTI;3
CHANTADA;5
CHAPINERIA;1
CHAUCHINA;2
CHAÑE;2
CHECA;1
CHELES;1
CHELLA;1
CHELVA;1
CHESTE;2
CHICLANA DE LA FRONTERA;16
CHICLANA DE SEGURA;1
CHILCHES/XILXES;3
CHILLON;1
CHILLUEVAR;2
CHILOECHES;2
CHIMENEAS;1
CHINCHILLA DE MONTE-ARAGON;3
CHINCHON;2
CHIPIONA;5
CHIPRANA;1
CHIRIVEL;1
CHIVA;5
CHOZAS DE CANALES;2
CHUCENA;1
CHURRIANA DE LA VEGA;4
CIEMPOZUELOS;7
CIEZA;7
CIFUENTES;2
CIGALES;3
CIJUELA;2
CILLEROS;1
CILLERUELO DE ABAJO;1
CINCTORRES;1
CINTRUENIGO;4
CIRAUQUI/ZIRAUKI;2
CISTERNIGA;2
CISTIERNA;5
CIUDAD REAL;25
CIUDAD RODRIGO;6
CIUTADELLA DE MENORCA;10
CIZUR;3
COBEJA;2
COBEÑA;2
COBISA;1
COCA;2
COCENTAINA;6
CODO;1
CODOSERA (LA);2
CODOÑERA (LA);1
COFRENTES;1
COGECES DEL MONTE;1
COGOLLOS DE GUADIX;1
COGOLLOS DE LA VEGA;3
COGOLLUDO;2
COIN;7
COLERA;1
COLES;1
COLINDRES;5
COLL DE NARGO;1
COLLADO MEDIANO;1
COLLADO VILLALBA;15
COLMENAR;2
COLMENAR DE OREJA;2
COLMENAR VIEJO;12
COLMENAREJO;1
COLOMERA;1
COLUNGA;2
COMARES;1
COMILLAS;3
COMPETA;3
CONDADO DE TREVIÑO;2
CONIL DE LA FRONTERA;9
CONSELL;1
CONSTANTI;2
CONSTANTINA;3
CONSUEGRA;6
CORBERA;2
CORBERA D'EBRE;1
CORBERA DE LLOBREGAT;3
CORBINS;1
CORCUBION;1
CORDOBA;105
CORDOBILLA DE LACARA;1
CORELLA;5
CORESES;1
CORGO (O);1
CORIA;7
CORIA DEL RIO;7
CORISTANCO;2
CORNELLÀ DE LLOBREGAT;25
CORNELLÀ DEL TERRI;1
CORONADA (LA);2
CORONIL (EL);2
CORRAL DE ALMAGUER;4
CORRAL DE CALATRAVA;1
CORRAL-RUBIO;1
CORRALES (LOS);2
CORRALES DE BUELNA (LOS);4
CORRALES DEL VINO;1
CORTE DE PELEAS;1
CORTECONCEPCION;1
CORTEGANA;3
CORTES;2
CORTES DE BAZA;3
CORTES DE LA FRONTERA;3
CORTIJOS (LOS);1
CORUÑA (A);100
CORVERA DE ASTURIAS;6
CORVERA DE TORANZO;1
COSLADA;22
COSPEITO;3
COSTITX;1
COSTUR;1
COSUENDA;1
COVALEDA;2
COVARRUBIAS;2
COVELO;1
COVES DE VINROMÀ (LES);2
COX;5
COZAR;1
CRECENTE;1
CREIXELL;1
CRETAS;2
CREVILLENT;7
CUADROS;1
CUALEDRO;1
CUARTE DE HUERVA;6
CUBAS DE LA SAGRA;1
CUBELLES;3
CUDILLERO;4
CUELLAR;5
CUENCA;23
CUERVA;1
CUERVO DE SEVILLA (EL);2
CUEVAS DE SAN MARCOS;1
CUEVAS DEL ALMANZORA;7
CUEVAS DEL CAMPO;2
CULLAR;3
CULLAR VEGA;2
CULLERA;8
CULLEREDO;7
CUMBRES DE SAN BARTOLOME;1
CUMBRES MAYORES;1
CUNIT;3
CUNTIS;1
CURTIS;4
CUZCURRITA DE RIO TIRON;1
CÀLIG;1
CÀRCER;1
DAGANZO DE ARRIBA;3
DAIMIEL;6
DAIMUS;1
DALIAS;4
DARNIUS;1
DAROCA;3
DARRO;1
DEBA;4
DEGAÑA;2
DEHESAS DE GUADIX;1
DEHESAS VIEJAS;2
