1992,Guadalmez,710
1993,Herencia,8450
1994,Hinojosas de Calatrava,511
1995,Horcajo de los Montes,803
1996,"Labores, Las",548
1997,Luciana,359
1998,Malagón,7789
1999,Manzanares,17694
2000,Membrilla,5835
2001,Mestanza,656
2002,Miguelturra,15791
2003,Montiel,1194
2004,Moral de Calatrava,5098
2005,Navalpino,198
2006,Navas de Estena,281
2007,Pedro Muñoz,7693
2008,Picón,694
2009,Piedrabuena,4350
2010,Poblete,2948
2011,Porzuna,3523
2012,Pozuelo de Calatrava,3948
2013,"Pozuelos de Calatrava, Los",352
2014,Puebla de Don Rodrigo,1142
2015,Puebla del Príncipe,647
2016,Puerto Lápice,867
2017,Puertollano,45338
2018,Retuerta del Bullaque,888
2019,Saceruela,518
2020,San Carlos del Valle,1070
2021,San Lorenzo de Calatrava,198
2022,Santa Cruz de los Cáñamos,471
2023,Santa Cruz de Mudela,3865
2024,Socuéllamos,12169
2025,"Solana, La",15205
2026,Solana del Pino,335
2027,Terrinches,593
2028,Tomelloso,36720
2029,Torralba de Calatrava,3081
2030,Torre de Juan Abad,944
2031,Torrenueva,2668
2032,Valdemanco del Esteras,162
2033,Valdepeñas,30547
2034,Valenzuela de Calatrava,655
2035,Villahermosa,1713
2036,Villamanrique,1075
2037,Villamayor de Calatrava,620
2038,Villanueva de la Fuente,1883
2039,Villanueva de los Infantes,4758
2040,Villanueva de San Carlos,274
2041,Villar del Pozo,47
2042,Villarrubia de los Ojos,9688
2043,Villarta de San Juan,2697
2044,Viso del Marqués,2091
2045,"Robledo, El",1056
2046,Ruidera,533
2047,Arenales de San Gregorio,616
2048,Llanos del Caudillo,674
2049,Adamuz,4088
2050,Aguilar de la Frontera,13185
2051,Alcaracejos,1502
2052,Almedinilla,2325
2053,Almodóvar del Río,7981
2054,Añora,1507
2055,Baena,18360
2056,Belalcázar,3096
2057,Belmez,2847
2058,Benamejí,4910
2059,"Blázquez, Los",635
2060,Bujalance,7145
2061,Cabra,20016
2062,Cañete de las Torres,2797
2063,Carcabuey,2308
2064,Cardeña,1425
2065,"Carlota, La",14377
2066,"Carpio, El",4323
2067,Castro del Río,7614
2068,Conquista,371
2069,Córdoba,324902
2070,Doña Mencía,4478
2071,Dos Torres,2379
2072,Encinas Reales,2238
2073,Espejo,3178
2074,Espiel,2338
2075,Fernán-Núñez,9635
2076,Fuente la Lancha,338
2077,Fuente Obejuna,4357
2078,Fuente Palmera,10001
2079,Fuente-Tójar,676
2080,"Granjuela, La",412
2081,Guadalcázar,1549
2082,"Guijo, El",344
2083,Hinojosa del Duque,6543
2084,Hornachuelos,4388
2085,Iznájar,3742
2086,Lucena,43040
2087,Luque,2817
2088,Montalbán de Córdoba,4435
2089,Montemayor,3896
2090,Montilla,22315
2091,Montoro,9034
2092,Monturque,1935
2093,Moriles,3640
2094,Nueva Carteya,5312
2095,Obejo,2090
2096,Palenciana,1432
2097,Palma del Río,20605
2098,Pedro Abad,2825
2099,Pedroche,1456
2100,Peñarroya-Pueblonuevo,10280
2101,Posadas,7222
2102,Pozoblanco,16908
2103,Priego de Córdoba,21851
2104,Puente Genil,29879
2105,"Rambla, La",7466
2106,Rute,9753
2107,San Sebastián de los Ballesteros,854
2108,Santaella,4679
2109,Santa Eufemia,710
2110,Torrecampo,1000
2111,Valenzuela,1041
2112,Valsequillo,361
2113,"Victoria, La",2328
2114,Villa del Río,6872
2115,Villafranca de Córdoba,4875
2116,Villaharta,626
2117,Villanueva de Córdoba,8371
2118,Villanueva del Duque,1406
2119,Villanueva del Rey,1013
2120,Villaralto,1075
2121,Villaviciosa de Córdoba,3060
2122,"Viso, El",2511
2123,Zuheros,606
2124,Fuente Carreteros,1065
2125,"Guijarrosa, La",1359
2126,Abegondo,5577
2127,Ames,32799
2128,Aranga,1799
2129,Ares,6160
2130,Arteixo,34008
2131,Arzúa,5892
2132,"Baña, A",3299
2133,Bergondo,6977
2134,Betanzos,13225
2135,Boimorto,1800
2136,Boiro,18998
2137,Boqueixón,4210
2138,Brión,8178
2139,Cabana de Bergantiños,4099
2140,Cabanas,3297
2141,Camariñas,5094
2142,Cambre,24784
2143,"Capela, A",1180
2144,Carballo,31573
2145,Carnota,3809
2146,Carral,6775
2147,Cedeira,6545
2148,Cee,7733
2149,Cerceda,5072
2150,Cerdido,1003
2151,Coirós,1931
2152,Corcubión,1683
2153,Coristanco,5737
2154,"Coruña, A",249255
2155,Culleredo,31047
2156,Curtis,4164
2157,Dodro,2626
2158,Dumbría,2803
2159,Fene,12529
2160,Ferrol,64358
2161,Fisterra,4728
2162,Frades,2187
2163,Irixoa,1333
2164,Laxe,2920
2165,"Laracha, A",11603
2166,Lousame,3114
2167,Malpica de Bergantiños,5283
2168,Mañón,1223
2169,Mazaricos,3731
2170,Melide,7750
2171,Mesía,2377
2172,Miño,6942
2173,Moeche,1202
2174,Monfero,1814
2175,Mugardos,5188
2176,Muxía,4381
2177,Muros,8176
2178,Narón,39320
2179,Neda,4876
2180,Negreira,6942
2181,Noia,14069
2182,Oleiros,38304
2183,Ordes,12762
2184,Oroso,7732
2185,Ortigueira,5448
2186,Outes,6055
2187,Paderne,2391
2188,Padrón,8292
2189,"Pino, O",4578
2190,"Pobra do Caramiñal, A",9181
2191,Ponteceso,5303
2192,Pontedeume,7455
2193,"Pontes de García Rodríguez, As",9777
2194,Porto do Son,9080
2195,Rianxo,10759
2196,Ribeira,27030
2197,Rois,4392
2198,Sada,17193
2199,San Sadurniño,2743
2200,Santa Comba,9296
2201,Santiago de Compostela,99491
2202,Santiso,1454
2203,Sobrado,1755
2204,"Somozas, As",1070
2205,Teo,19133
2206,Toques,1072
2207,Tordoia,3199
2208,Touro,3399
2209,Trazo,2993
2210,Valdoviño,6859
2211,Val do Dubra,3751
2212,Vedra,4939
2213,Vilasantar,1232
2214,Vilarmaior,1252
2215,Vimianzo,6799
2216,Zas,4262
2217,Cariño,3692
2218,Oza-Cesuras,5148
2219,Abia de la Obispalía,59
2220,"Acebrón, El",231
2221,Alarcón,175
2222,Albaladejo del Cuende,217
2223,Albalate de las Nogueras,271
2224,Albendea,129
2225,"Alberca de Záncara, La",1545
2226,Alcalá de la Vega,73
2227,Alcantud,59
2228,Alcázar del Rey,168
2229,Alcohujate,27
2230,Alconchel de la Estrella,79
2231,Algarra,25
2232,Aliaguilla,610
2233,"Almarcha, La",430
2234,Almendros,240
2235,Almodóvar del Pinar,400
2236,Almonacid del Marquesado,419
2237,Altarejos,206
2238,Arandilla del Arroyo,14
2239,Arcos de la Sierra,87
2240,Chillarón de Cuenca,886
2241,Arguisuelas,130
2242,Arrancacepas,16
2243,Atalaya del Cañavate,98
2244,Barajas de Melo,982
2245,Barchín del Hoyo,104
2246,Bascuñana de San Pedro,24
2247,Beamud,49
2248,Belinchón,441
2249,Belmonte,1785
2250,Belmontejo,129
2251,Beteta,240
2252,Boniches,135
2253,Buciegas,38
2254,Buenache de Alarcón,440
2255,Buenache de la Sierra,110
2256,Buendía,427
2257,Campillo de Altobuey,1274
2258,Campillos-Paravientos,110
2259,Campillos-Sierra,32
2260,Canalejas del Arroyo,157
2261,Cañada del Hoyo,228
2262,Cañada Juncosa,215
2263,Cañamares,462
2264,"Cañavate, El",129
2265,Cañaveras,234
2266,Cañaveruelas,118
2267,Cañete,853
2268,Cañizares,444
2269,Carboneras de Guadazaón,789
2270,Cardenete,474
2271,Carrascosa,69
2272,Carrascosa de Haro,92
2273,Casas de Benítez,839
2274,Casas de Fernando Alonso,1109
2275,Casas de Garcimolina,30
2276,Casas de Guijarro,108
2277,Casas de Haro,845
2278,Casas de los Pinos,390
2279,Casasimarro,3216
2280,Castejón,137
2281,Castillejo de Iniesta,120
2282,Castillejo-Sierra,33
2283,Castillo-Albaráñez,21
2284,Castillo de Garcimuñoz,136
2285,Cervera del Llano,209
2286,"Cierva, La",39
2287,Cuenca,53643
2288,Cueva del Hierro,26
2289,Chumillas,56
2290,Enguídanos,296
2291,Fresneda de Altarejos,40
2292,Fresneda de la Sierra,41
2293,"Frontera, La",154
2294,Fuente de Pedro Naharro,1276
2295,Fuentelespino de Haro,245
2296,Fuentelespino de Moya,105
2297,Fuentes,470
2298,Fuertescusa,69
2299,Gabaldón,160
2300,Garaballa,63
2301,Gascueña,132
2302,Graja de Campalbo,84
2303,Graja de Iniesta,366
2304,Henarejos,131
2305,"Herrumblar, El",781
2306,"Hinojosa, La",196
2307,"Hinojosos, Los",721
2308,"Hito, El",130
2309,Honrubia,1549
2310,Hontanaya,262
2311,Hontecillas,55
2312,Horcajo de Santiago,3809
2313,Huélamo,74
2314,Huelves,92
2315,Huérguina,44
2316,Huerta de la Obispalía,133
2317,Huerta del Marquesado,173
2318,Huete,1833
2319,Iniesta,4514
2320,Laguna del Marquesado,59
2321,Lagunaseca,49
2322,Landete,1239
2323,Ledaña,1626
2324,Leganiel,228
2325,"Majadas, Las",219
2326,Mariana,317
2327,Masegosa,60
2328,"Mesas, Las",2280
2329,Minglanilla,2352
2330,Mira,930
2331,Monreal del Llano,46
2332,Montalbanejo,85
2333,Montalbo,719
2334,Monteagudo de las Salinas,125
2335,Mota de Altarejos,26
2336,Mota del Cuervo,6109
2337,Motilla del Palancar,6292
2338,Moya,147
2339,Narboneta,43
2340,Olivares de Júcar,303
2341,Olmeda de la Cuesta,20
2342,Olmeda del Rey,123
2343,Olmedilla de Alarcón,130
2344,Olmedilla de Eliz,19
2345,Osa de la Vega,442
2346,Pajarón,75
2347,Pajaroncillo,63
2348,Palomares del Campo,555
2349,Palomera,191
2350,Paracuellos,99
2351,Paredes,69
2352,"Parra de las Vegas, La",35
2353,"Pedernoso, El",1117
2354,"Pedroñeras, Las",6586
2355,"Peral, El",658
2356,"Peraleja, La",79
2357,"Pesquera, La",235
2358,"Picazo, El",707
2359,Pinarejo,182
2360,Pineda de Gigüela,57
2361,Piqueras del Castillo,44
2362,Portalrubio de Guadamejud,42
2363,Portilla,61
2364,Poyatos,73
2365,Pozoamargo,263
2366,Pozorrubio de Santiago,308
2367,"Pozuelo, El",42
2368,Priego,920
2369,"Provencio, El",2363
2370,Puebla de Almenara,312
2371,"Valle de Altomira, El",208
2372,Puebla del Salvador,200
2373,Quintanar del Rey,7607
2374,Rada de Haro,49
2375,Reíllo,105
2376,Rozalén del Monte,54
2377,Saceda-Trasierra,42
2378,Saelices,469
2379,Salinas del Manzano,75
2380,Salmeroncillos,100
2381,Salvacañete,285
2382,San Clemente,6850
2383,San Lorenzo de la Parrilla,1137
2384,San Martín de Boniches,39
2385,San Pedro Palmiches,56
2386,Santa Cruz de Moya,233
2387,Santa María del Campo Rus,526
2388,Santa María de los Llanos,669
2389,Santa María del Val,63
2390,Sisante,1662
2391,Solera de Gabaldón,35
2392,Talayuelas,879
2393,Tarancón,16674
2394,Tébar,301
2395,Tejadillos,106
2396,Tinajas,196
2397,Torralba,118
2398,Torrejoncillo del Rey,337
2399,Torrubia del Campo,313
2400,Torrubia del Castillo,43
2401,Tragacete,260
2402,Tresjuncos,263
2403,Tribaldos,99
2404,Uclés,238
2405,Uña,89
2406,Valdemeca,82
2407,Valdemorillo de la Sierra,57
2408,Valdemoro-Sierra,103
2409,Valdeolivas,209
2410,Valhermoso de la Fuente,59
2411,Valsalobre,20
2412,Valverde de Júcar,1099
2413,Valverdejo,88
2414,Vara de Rey,474
2415,Vega del Codorno,146
2416,Vellisca,125
2417,Villaconejos de Trabaque,334
2418,Villaescusa de Haro,462
2419,Villagarcía del Llano,775
2420,Villalba de la Sierra,564
2421,Villalba del Rey,482
2422,Villalgordo del Marquesado,66
2423,Villalpardo,997
2424,Villamayor de Santiago,2391
2425,Villanueva de Guadamejud,57
2426,Villanueva de la Jara,2403
2427,Villar de Cañas,369
2428,Villar de Domingo García,210
2429,Villar de la Encina,149
2430,Villar del Humo,179
2431,Villar del Infantado,31
2432,Villar de Olalla,1504
2433,Villarejo de Fuentes,414
2434,Villarejo de la Peñuela,18
2435,Villarejo-Periesteban,373
2436,Villares del Saz,497
2437,Villarrubio,216
2438,Villarta,851
2439,Villas de la Ventosa,228
2440,Villaverde y Pasaconsol,335
2441,Víllora,125
2442,Vindel,17
2443,Yémeda,18
2444,Zafra de Záncara,88
2445,Zafrilla,53
2446,Zarza de Tajo,273
2447,Zarzuela,164
2448,Campos del Paraíso,655
2449,Valdetórtola,123
2450,"Valeras, Las",1552
2451,Fuentenava de Jábaga,619
2452,Arcas,2304
2453,"Valdecolmenas, Los",70
2454,Pozorrubielos de la Mancha,177
2455,Sotorribas,706
2456,Villar y Velasco,77
2457,Agullana,910
2458,Aiguaviva,800
2459,Albanyà,167
2460,Albons,828
2461,"Far d'Empordà, El",626
2462,Alp,1727
2463,Amer,2421
2464,Anglès,5915
2465,Arbúcies,6555
2466,Argelaguer,451
2467,"Armentera, L'",1070
2468,Avinyonet de Puigventós,1689
2469,Begur,4227
2470,"Vajol, La",98
2471,Banyoles,20707
2472,Bàscara,1055
2473,Bellcaire d'Empordà,737
2474,Besalú,2577
2475,Bescanó,5122
2476,Beuda,205
2477,"Bisbal d'Empordà, La",11637
2478,Blanes,41935
2479,Bolvir,497
2480,Bordils,1801
2481,Borrassà,774
2482,Breda,3917
2483,Brunyola i Sant Martí Sapresa,393
2484,Boadella i les Escaules,260
2485,Cabanes,975
2486,Cabanelles,280
2487,Cadaqués,2894
2488,Caldes de Malavella,8445
2489,Calonge i Sant Antoni,12203
2490,Camós,713
2491,Campdevànol,3250
2492,Campelles,165
2493,Campllong,544
2494,Camprodon,2521
2495,Canet d'Adri,744
2496,Cantallops,346
2497,Capmany,691
2498,Queralbs,206
2499,Cassà de la Selva,10941
2500,Castellfollit de la Roca,947
2501,Castelló d'Empúries,12132
2502,"Castell d'Aro, Platja d'Aro i s'Agaró",12773
2503,Celrà,5553
2504,Cervià de Ter,997
2505,Cistella,294
2506,Siurana,177
2507,Colera,490
2508,Colomers,205
2509,Cornellà del Terri,2394
2510,Corçà,1282
2511,Crespià,251
2512,Darnius,549
2513,Das,270
2514,"Escala, L'",10630
2515,Espinelves,254
2516,Espolla,412
2517,Esponellà,438
2518,Figueres,48670
2519,Flaçà,1145
2520,Foixà,291
2521,Fontanals de Cerdanya,531
2522,Fontanilles,168
2523,Fontcoberta,1501
2524,Fornells de la Selva,2780
2525,Fortià,801
2526,Garrigàs,470
2527,Garrigoles,186
2528,Garriguella,967
2529,Ger,494
2530,Girona,106476
2531,Gombrèn,197
2532,Gualta,428
2533,Guils de Cerdanya,568
2534,Hostalric,4443
2535,Isòvol,330
2536,Jafre,387
2537,"Jonquera, La",3361
2538,Juià,345
2539,Lladó,828
2540,Llagostera,9486
2541,Llambilles,728
2542,Llanars,515
2543,Llançà,5048
2544,Llers,1262
2545,Llívia,1561
2546,Lloret de Mar,42134
2547,"Llosses, Les",199
2548,Madremanya,288
2549,Maià de Montcal,488
2550,Meranges,111
2551,Masarac,296
2552,Massanes,843
2553,Maçanet de Cabrenys,775
2554,Maçanet de la Selva,7972
2555,Mieres,348
2556,Mollet de Peralada,215
2557,Molló,373
2558,Montagut i Oix,1002
2559,Mont-ras,1691
2560,Navata,1466
2561,Ogassa,218
2562,Olot,38836
2563,Ordis,396
2564,Osor,422
2565,Palafrugell,24245
2566,Palamós,18619
2567,Palau de Santa Eulàlia,136
2568,Palau-saverdera,1498
2569,Palau-sator,305
2570,Palol de Revardit,467
2571,Pals,2583
2572,Pardines,161
2573,Parlavà,429
2574,Pau,590
2575,Pedret i Marzà,188
2576,"Pera, La",452
2577,Peralada,2047
2578,"Planes d'Hostoles, Les",1748
2579,Planoles,306
2580,Pont de Molins,572
2581,Pontós,289
2582,Porqueres,4782
2583,Portbou,1082
2584,"Preses, Les",1924
2585,"Port de la Selva, El",1058
2586,Puigcerdà,10041
2587,Quart,4099
2588,Rabós,239
2589,Regencós,279
2590,Ribes de Freser,1846
2591,Riells i Viabrea,4497
2592,Ripoll,10773
2593,Riudarenes,2444
2594,Riudaura,528
2595,Riudellots de la Selva,2128
2596,Riumors,264
2597,Roses,20255
2598,Rupià,329
2599,Sales de Llierca,157
2600,Salt,33946
2601,Sant Andreu Salou,173
2602,Sant Climent Sescebes,675
2603,Sant Feliu de Buixalleu,878
2604,Sant Feliu de Guíxols,22934
2605,Sant Feliu de Pallerols,1670
2606,Sant Ferriol,236
2607,Sant Gregori,4244
2608,Sant Hilari Sacalm,5969
2609,Sant Jaume de Llierca,851
2610,Sant Jordi Desvalls,867
2611,Sant Joan de les Abadesses,3373
2612,Sant Joan de Mollet,526
2613,Sant Julià de Ramis,3639
2614,Vallfogona de Ripollès,222
2615,Sant Llorenç de la Muga,258
2616,Sant Martí de Llémena,705
2617,Sant Martí Vell,262
2618,Sant Miquel de Campmajor,250
2619,Sant Miquel de Fluvià,840
2620,Sant Mori,164
2621,Sant Pau de Segúries,722
2622,Sant Pere Pescador,2207
2623,Santa Coloma de Farners,13874
2624,Santa Cristina d'Aro,5833
2625,Santa Llogaia d'Àlguema,400
2626,Sant Aniol de Finestres,372
2627,Santa Pau,1610
2628,Sant Joan les Fonts,3103
2629,Sarrià de Ter,5378
2630,"Saus, Camallera i Llampaies",908
2631,"Selva de Mar, La",220
2632,"Cellera de Ter, La",2013
2633,Serinyà,1196
2634,Serra de Daró,231
2635,Setcases,192
2636,Sils,6706
2637,Susqueda,95
2638,"Tallada d'Empordà, La",476
2639,Terrades,342
2640,Torrent,174
2641,Torroella de Fluvià,770
2642,Torroella de Montgrí,12421
2643,Tortellà,828
2644,Toses,192
2645,Tossa de Mar,6241
2646,Ultramort,214
2647,Ullà,1221
2648,Ullastret,266
2649,Urús,207
2650,"Vall d'en Bas, La",3221
2651,"Vall de Bianya, La",1347
2652,Vall-llobrega,912
2653,Ventalló,891
2654,Verges,1180
2655,Vidrà,169
2656,Vidreres,8655
2657,Vilabertran,987
2658,Vilablareix,3772
2659,Viladasens,212
2660,Viladamat,492
2661,Vilademuls,865
2662,Viladrau,1175
2663,Vilafant,5696
2664,Vilaür,170
2665,Vilajuïga,1183
2666,Vilallonga de Ter,395
2667,Vilamacolum,373
2668,Vilamalla,1220
2669,Vilamaniscle,202
2670,Vilanant,402
2671,Vila-sacra,815
2672,Vilopriu,213
2673,Vilobí d'Onyar,3304
2674,Biure,225
2675,"Cruïlles, Monells i Sant Sadurní de l'Heura",1323
2676,Forallac,1761
2677,Sant Julià del Llor i Bonmatí,1387
2678,Agrón,244
2679,Alamedilla,546
2680,Albolote,19554
2681,Albondón,731
2682,Albuñán,424
2683,Albuñol,7405
2684,Albuñuelas,794
2685,Aldeire,591
2686,Alfacar,5813
2687,Algarinejo,2331
2688,Alhama de Granada,5649
2689,Alhendín,10424
2690,Alicún de Ortega,456
2691,Almegíjar,328
2692,Almuñécar,27699
2693,Alquife,545
2694,Arenas del Rey,615
2695,Armilla,25350
2696,Atarfe,20492
2697,Baza,20575
2698,Beas de Granada,1010
2699,Beas de Guadix,316
2700,Benalúa,3344
2701,Benalúa de las Villas,1024
2702,Benamaurel,2247
2703,Bérchules,698
2704,Bubión,315
2705,Busquístar,313
2706,Cacín,535
2707,Cádiar,1534
2708,Cájar,5488
2709,Calicasas,665
2710,Campotéjar,1250
2711,Caniles,3928
2712,Cáñar,401
2713,Capileira,578
2714,Carataunas,227
2715,Cástaras,215
2716,Castilléjar,1300
2717,Castril,1969
2718,Cenes de la Vega,8343
2719,Cijuela,3729
2720,Cogollos de Guadix,635
2721,Cogollos de la Vega,2097
2722,Colomera,1284
2723,Cortes de Baza,1795
2724,Cortes y Graena,967
2725,Cúllar,3937
2726,Cúllar Vega,7818
2727,Chauchina,5798
2728,Chimeneas,1241
2729,Churriana de la Vega,16706
2730,Darro,1700
2731,Dehesas de Guadix,383
2732,Dehesas Viejas,641
2733,Deifontes,2620
2734,Diezma,819
2735,Dílar,2322
2736,Dólar,606
2737,Dúdar,376
2738,Dúrcal,7218
2739,Escúzar,843
2740,Ferreira,303
2741,Fonelas,964
2742,Fornes,532
2743,Freila,947
2744,Fuente Vaqueros,4633
2745,Galera,1107
2746,Gobernador,239
2747,Gójar,6334
2748,Gor,763
2749,Gorafe,372
2750,Granada,233532
2751,Guadahortuna,1846
2752,Guadix,18729
2753,Gualchos,5297
2754,Güéjar Sierra,2944
2755,Güevéjar,2693
2756,Huélago,371
2757,Huéneja,1189
2758,Huéscar,7232
2759,Huétor de Santillán,1944
2760,Huétor Tájar,10670
2761,Huétor Vega,12279
2762,Íllora,9908
2763,Ítrabo,994
2764,Iznalloz,5172
2765,Játar,616
2766,Jayena,996
2767,Jérez del Marquesado,982
2768,Jete,996
2769,Jun,4174
2770,Juviles,148
2771,"Calahorra, La",678
2772,Láchar,3805
2773,Lanjarón,3678
2774,Lanteira,544
2775,Lecrín,2274
2776,Lentegí,353
2777,Lobras,136
2778,Loja,20814
2779,Lugros,311
2780,Lújar,493
2781,"Malahá, La",1881
2782,Maracena,22370
2783,Marchal,430
2784,Moclín,3538
2785,Molvízar,2768
2786,Monachil,8591
2787,Montefrío,5282
2788,Montejícar,2030
2789,Montillana,1058
2790,Moraleda de Zafayona,3140
2791,Motril,59867
2792,Murtas,442
2793,Nigüelas,1234
2794,Nívar,1069
2795,Ogíjares,15047
2796,Orce,1146
2797,Órgiva,5747
2798,Otívar,1049
2799,Villa de Otura,7600
2800,Padul,9536
2801,Pampaneira,316
2802,Pedro Martínez,1146
2803,Peligros,11661
2804,"Peza, La",1114
2805,Pinos Genil,1643
2806,Pinos Puente,9722
2807,Píñar,1076
2808,Polícar,266
2809,Polopos,1671
2810,Pórtugos,388
2811,Puebla de Don Fadrique,2203
2812,Pulianas,5653
2813,Purullena,2358
2814,Quéntar,949
2815,Rubite,434
2816,Salar,2602
2817,Salobreña,12608
2818,Santa Cruz del Comercio,512
2819,Santa Fe,15301
2820,Soportújar,283
2821,Sorvilán,510
2822,Torre-Cardela,714
2823,Torvizcón,620
2824,Trevélez,703
2825,Turón,215
2826,Ugíjar,2572
2827,Válor,673
2828,Vélez de Benaudalla,3041
2829,Ventas de Huelma,676
2830,Villanueva de las Torres,520
2831,Villanueva Mesía,1980
2832,Víznar,996
2833,Zafarraya,2239
2834,"Zubia, La",20077
2835,Zújar,2623
2836,"Taha, La",789
2837,"Valle, El",947
2838,Nevada,1099
2839,Alpujarra de la Sierra,962
2840,"Gabias, Las",23492
2841,"Guájares, Los",1136
2842,Valle del Zalabí,2118
2843,Villamena,1005
2844,Morelábor,588
2845,"Pinar, El",873
2846,Vegas del Genil,12323
2847,Cuevas del Campo,1802
2848,Zagra,890
2849,Valderrubio,2078
2850,Domingo Pérez de Granada,835
2851,Torrenueva Costa,3121
2852,Abánades,61
2853,Ablanque,73
2854,Adobes,28
2855,Alaminos,56
2856,Alarilla,139
2857,Albalate de Zorita,1150
2858,Albares,612
2859,Albendiego,44
2860,Alcocer,322
2861,Alcolea de las Peñas,14
2862,Alcolea del Pinar,336
2863,Alcoroches,126
2864,Aldeanueva de Guadalajara,106
2865,Algar de Mesa,46
2866,Algora,98
2867,Alhóndiga,176
2868,Alique,15
2869,Almadrones,72
2870,Almoguera,1389
2871,Almonacid de Zorita,676
2872,Alocén,156
2873,Alovera,13625
2874,Alustante,151
2875,Angón,7
2876,Anguita,157
2877,Anquela del Ducado,51
2878,Anquela del Pedregal,29
2879,Aranzueque,399
2880,Arbancón,148
2881,Arbeteta,16
2882,Argecilla,73
2883,Armallones,54
2884,Armuña de Tajuña,266
2885,Arroyo de las Fraguas,33
2886,Atanzón,86
2887,Atienza,425
2888,Auñón,159
2889,Azuqueca de Henares,35675
2890,Baides,51
2891,Baños de Tajo,14
2892,Bañuelos,13
2893,Barriopedro,24
2894,Berninches,44
2895,"Bodera, La",20
2896,Brihuega,2858
2897,Budia,217
2898,Bujalaro,52
2899,Bustares,68
2900,Cabanillas del Campo,11312
2901,Campillo de Dueñas,74
2902,Campillo de Ranas,153
2903,Campisábalos,81
2904,Canredondo,81
2905,Cantalojas,116
2906,Cañizar,73
2907,"Cardoso de la Sierra, El",51
2908,Casa de Uceda,111
2909,"Casar, El",13582
2910,Casas de San Galindo,20
2911,Caspueñas,133
2912,Castejón de Henares,59
2913,Castellar de la Muela,20
2914,Castilforte,55
2915,Castilnuevo,8
2916,Cendejas de Enmedio,72
2917,Cendejas de la Torre,26
2918,Centenera,142
2919,Cifuentes,1693
2920,Cincovillas,21
2921,Ciruelas,140
2922,Ciruelos del Pinar,26
2923,Cobeta,103
2924,Cogollor,20
2925,Cogolludo,562
2926,Condemios de Abajo,14
2927,Condemios de Arriba,113
2928,Congostrina,17
2929,Copernal,47
2930,Corduente,291
2931,"Cubillo de Uceda, El",109
2932,Checa,273
2933,Chequilla,14
2934,Chiloeches,4066
2935,Chillarón del Rey,88
2936,Driebes,343
2937,Durón,112
2938,Embid,33
2939,Escamilla,66
2940,Escariche,185
2941,Escopete,78
2942,Espinosa de Henares,688
2943,Esplegares,33
2944,Establés,34
2945,Estriégana,11
2946,Fontanar,2642
2947,Fuembellida,14
2948,Fuencemillán,89
2949,Fuentelahiguera de Albatages,121
2950,Fuentelencina,342
2951,Fuentelsaz,86
2952,Fuentelviejo,56
2953,Fuentenovilla,606
2954,Gajanejos,55
2955,Galápagos,2782
2956,Galve de Sorbe,97
2957,Gascueña de Bornova,25
2958,Guadalajara,90878
2959,Henche,84
2960,Heras de Ayuso,247
2961,Herrería,17
2962,Hiendelaencina,113
2963,Hijes,21
2964,Hita,327
2965,Hombrados,45
2966,Hontoba,438
2967,Horche,2932
2968,Hortezuela de Océn,34
2969,"Huerce, La",55
2970,Huérmeces del Cerro,43
2971,Huertahernando,59
2972,Hueva,115
2973,Humanes,1797
2974,Illana,939
2975,Iniéstola,18
2976,"Inviernas, Las",53
2977,Irueste,87
2978,Jadraque,1478
2979,Jirueque,48
2980,Ledanca,102
2981,Loranca de Tajuña,1619
2982,Lupiana,323
2983,Luzaga,68
2984,Luzón,57
2985,Majaelrayo,57
2986,Málaga del Fresno,171
2987,Malaguilla,209
2988,Mandayona,299
2989,Mantiel,32
2990,Maranchón,219
2991,Marchamalo,8442
2992,Masegoso de Tajuña,80
2993,Matarrubia,79
2994,Matillas,116
2995,Mazarete,27
2996,Mazuecos,287
2997,Medranda,73
2998,Megina,28
2999,Membrillera,97
3000,Miedes de Atienza,59
3001,"Mierla, La",38
3002,Milmarcos,70
3003,Millana,127
3004,"Miñosa, La",32
3005,Mirabueno,86
3006,Miralrío,55
3007,Mochales,36
3008,Mohernando,167
3009,Molina de Aragón,3352
3010,Monasterio,15
3011,Mondéjar,2927
3012,Montarrón,32
3013,Moratilla de los Meleros,98
3014,Morenilla,51
3015,Muduex,111
3016,"Navas de Jadraque, Las",38
3017,Negredo,13
3018,Ocentejo,14
3019,"Olivar, El",84
3020,Olmeda de Cobeta,57
3021,"Olmeda de Jadraque, La",19
3022,"Ordial, El",48
3023,Orea,196
3024,Pálmaces de Jadraque,46
3025,Pardos,35
3026,Paredes de Sigüenza,22
3027,Pareja,475
3028,Pastrana,921
3029,"Pedregal, El",63
3030,Peñalén,76
3031,Peñalver,187
3032,Peralejos de las Truchas,163
3033,Peralveche,75
3034,Pinilla de Jadraque,54
3035,Pinilla de Molina,12
3036,Pioz,5351
3037,Piqueras,33
3038,"Pobo de Dueñas, El",102
3039,Poveda de la Sierra,104
3040,Pozo de Almoguera,110
3041,Pozo de Guadalajara,1710
3042,Prádena de Atienza,52
3043,Prados Redondos,50
3044,Puebla de Beleña,57
3045,Puebla de Valles,61
3046,Quer,1049
3047,Rebollosa de Jadraque,10
3048,"Recuenco, El",64
3049,Renera,104
3050,Retiendas,54
3051,Riba de Saelices,94
3052,Rillo de Gallo,43
3053,Riofrío del Llano,60
3054,Robledillo de Mohernando,187
